2024/01/21-05:13:12.687524,1705781592.687437760,86,2,0,4,22,0,0,0,0,2,0
2024/01/21-05:13:12.704254,1705781592.704135482,119,1,0,1,24,0,0,0,0,1,0
2024/01/21-05:13:12.720976,1705781592.720839421,137,2,0,2,23,0,0,0,0,2,0
2024/01/21-05:13:12.738041,1705781592.737961569,79,1,0,2,24,0,0,0,0,1,0
2024/01/21-05:13:12.754733,1705781592.754625279,108,2,0,2,23,0,0,0,0,2,0
2024/01/21-05:13:12.771382,1705781592.771283751,98,2,0,2,23,0,0,0,0,2,0
2024/01/21-05:13:12.788038,1705781592.787955493,82,2,0,2,22,0,0,1,0,1,0
2024/01/21-05:13:12.805116,1705781592.804979305,137,2,0,2,24,0,0,1,0,2,0
2024/01/21-05:13:12.822101,1705781592.821969453,132,1,0,1,24,0,0,1,0,2,0
2024/01/21-05:13:12.839114,1705781592.838960579,154,3,0,2,24,0,0,2,0,2,0
2024/01/21-05:13:12.855793,1705781592.855687146,106,1,0,1,23,0,0,1,0,1,0
2024/01/21-05:13:12.872491,1705781592.872378304,113,2,0,2,23,0,0,1,0,2,0
2024/01/21-05:13:12.889396,1705781592.889320681,75,1,0,2,24,0,0,2,0,1,0
2024/01/21-05:13:12.906317,1705781592.906209559,108,2,0,2,23,0,0,1,0,2,0
2024/01/21-05:13:12.923253,1705781592.923151447,102,2,0,2,24,0,0,2,0,2,0
2024/01/21-05:13:12.939903,1705781592.939837366,66,1,0,1,23,0,0,0,0,1,0
2024/01/21-05:13:12.956583,1705781592.956477470,106,1,0,2,23,0,0,0,0,1,0
2024/01/21-05:13:12.973309,1705781592.973168139,141,2,0,2,24,0,0,0,0,2,0
2024/01/21-05:13:12.990212,1705781592.990124623,88,2,0,1,23,0,0,0,0,2,0
2024/01/21-05:13:13.7152,1705781593.007041019,111,2,0,2,24,0,0,0,0,2,0
2024/01/21-05:13:13.23847,1705781593.023737415,110,1,0,2,23,0,0,0,0,1,0
2024/01/21-05:13:13.40493,1705781593.040431785,62,2,0,2,23,0,0,0,0,2,0
2024/01/21-05:13:13.57442,1705781593.057316962,125,1,0,1,24,0,0,0,0,1,0
2024/01/21-05:13:13.74089,1705781593.074026488,62,2,0,2,23,0,0,0,0,2,0
2024/01/21-05:13:13.90799,1705781593.090674135,125,2,0,1,23,0,0,0,0,2,0
2024/01/21-05:13:13.107516,1705781593.107384708,131,2,0,2,24,0,0,0,0,2,0
2024/01/21-05:13:13.124222,1705781593.124101358,120,1,0,2,23,0,0,0,0,1,0
2024/01/21-05:13:13.141167,1705781593.141044224,123,2,0,2,24,0,0,0,0,2,0
2024/01/21-05:13:13.157859,1705781593.157754308,105,1,0,2,23,0,0,0,0,1,0
2024/01/21-05:13:13.174525,1705781593.174434082,91,2,0,1,23,0,0,0,0,2,0
2024/01/21-05:13:13.191250,1705781593.191111970,138,1,0,3,24,0,0,0,0,1,0
2024/01/21-05:13:13.207926,1705781593.207835324,90,2,0,1,23,0,0,0,0,2,0
2024/01/21-05:13:13.224635,1705781593.224511745,123,1,0,2,23,0,0,0,0,1,0
2024/01/21-05:13:13.241607,1705781593.241464528,142,2,0,1,24,0,0,0,0,2,0
2024/01/21-05:13:13.258487,1705781593.258428626,58,2,0,2,24,0,0,1,0,2,0
2024/01/21-05:13:13.275142,1705781593.275071523,70,1,0,2,23,0,0,1,0,1,0
2024/01/21-05:13:13.291841,1705781593.291727201,114,1,0,2,23,0,0,0,0,1,0
2024/01/21-05:13:13.308561,1705781593.308426880,134,2,0,2,22,0,0,0,0,2,0
2024/01/21-05:13:13.325514,1705781593.325388183,126,2,0,2,24,0,0,1,0,2,0
2024/01/21-05:13:13.342420,1705781593.342341386,79,2,0,2,24,0,0,0,0,1,0
2024/01/21-05:13:13.359342,1705781593.359245908,97,2,0,2,23,0,0,0,0,2,0
2024/01/21-05:13:13.376026,1705781593.375916253,110,1,0,1,23,0,0,0,0,2,0
2024/01/21-05:13:13.393104,1705781593.393001037,103,2,0,2,24,0,0,0,0,1,0
2024/01/21-05:13:13.410106,1705781593.410004385,102,1,0,1,24,0,0,0,0,2,0
2024/01/21-05:13:13.427109,1705781593.426986501,123,2,0,2,24,0,0,0,0,2,0
2024/01/21-05:13:13.443835,1705781593.443692814,142,2,0,2,23,0,0,1,0,2,0
2024/01/21-05:13:13.460564,1705781593.460420429,144,2,0,2,23,0,0,0,0,1,0
2024/01/21-05:13:13.477234,1705781593.477137498,96,1,0,1,24,0,0,0,0,2,0
2024/01/21-05:13:13.494173,1705781593.494041602,132,2,0,2,23,0,0,0,0,1,0
2024/01/21-05:13:13.511101,1705781593.510998645,102,1,0,2,24,0,0,0,0,2,0
2024/01/21-05:13:13.527823,1705781593.527685054,138,2,0,1,23,0,0,2,0,2,0
2024/01/21-05:13:13.544552,1705781593.544407360,144,2,0,2,24,0,0,1,0,1,0
2024/01/21-05:13:13.561482,1705781593.561380048,102,1,0,2,23,0,0,1,0,2,0
2024/01/21-05:13:13.578407,1705781593.578307758,99,2,0,2,24,0,0,0,0,1,0
2024/01/21-05:13:13.595348,1705781593.595235469,112,1,0,2,23,0,0,1,0,2,0
2024/01/21-05:13:13.612065,1705781593.611932283,132,2,0,2,24,0,0,0,0,1,0
2024/01/21-05:13:13.629147,1705781593.629045911,101,1,0,2,24,0,0,1,0,2,0
2024/01/21-05:13:13.646145,1705781593.646022370,122,2,0,1,23,0,0,1,0,1,0
2024/01/21-05:13:13.663080,1705781593.662989331,90,1,0,3,24,0,0,1,0,1,0
2024/01/21-05:13:13.679804,1705781593.679663447,141,1,0,2,23,0,0,1,0,2,0
2024/01/21-05:13:13.696495,1705781593.696389107,106,1,0,2,23,0,0,1,0,1,0
2024/01/21-05:13:13.713410,1705781593.713327223,83,2,0,2,24,0,0,1,0,2,0
2024/01/21-05:13:13.730333,1705781593.730228463,105,2,0,1,24,0,0,1,0,1,0
2024/01/21-05:13:13.747281,1705781593.747157570,124,1,0,3,23,0,0,2,0,2,0
2024/01/21-05:13:13.763985,1705781593.763867096,118,2,0,1,24,0,0,0,0,1,0
2024/01/21-05:13:13.781128,1705781593.781017670,111,1,0,2,24,0,0,1,0,2,0
2024/01/21-05:13:13.797828,1705781593.797704078,124,2,0,1,23,0,0,1,0,2,0
2024/01/21-05:13:13.814534,1705781593.814413674,120,1,0,2,23,0,0,1,0,1,0
2024/01/21-05:13:13.831397,1705781593.831271892,125,2,0,2,24,0,0,1,0,2,0
2024/01/21-05:13:13.848097,1705781593.847981907,115,1,0,2,23,0,0,0,0,1,0
2024/01/21-05:13:13.865148,1705781593.865021712,126,2,0,2,24,0,0,2,0,1,0
2024/01/21-05:13:13.882116,1705781593.882011860,105,2,0,2,24,0,0,0,0,2,0
2024/01/21-05:13:13.898755,1705781593.898691215,63,1,0,2,23,0,0,0,0,1,0
2024/01/21-05:13:13.915483,1705781593.915339350,143,1,0,2,23,0,0,0,0,2,0
2024/01/21-05:13:13.932159,1705781593.932068222,91,2,0,2,23,0,0,0,0,1,0
2024/01/21-05:13:13.949138,1705781593.949064586,73,2,0,1,24,0,0,0,0,2,0
2024/01/21-05:13:13.966117,1705781593.966035389,81,1,0,2,24,0,0,0,0,1,0
2024/01/21-05:13:13.983096,1705781593.983028749,68,1,0,2,24,0,0,0,0,2,0
2024/01/21-05:13:13.999744,1705781593.999670809,73,2,0,2,23,0,0,0,0,2,0
2024/01/21-05:13:14.16418,1705781594.016331585,86,2,0,1,23,0,0,0,0,1,0
2024/01/21-05:13:14.33364,1705781594.033241346,122,2,0,2,24,0,0,0,0,2,0
2024/01/21-05:13:14.50296,1705781594.050181279,115,1,0,2,23,0,0,0,0,1,0
2024/01/21-05:13:14.67207,1705781594.067118906,88,2,0,2,24,0,0,0,0,2,0
2024/01/21-05:13:14.83903,1705781594.083792115,111,2,0,1,23,0,0,2,0,2,0
2024/01/21-05:13:14.100604,1705781594.100477196,127,1,0,2,24,0,0,0,0,2,0
2024/01/21-05:13:14.117295,1705781594.117175408,120,2,0,1,23,0,0,0,0,1,0
2024/01/21-05:13:14.134212,1705781594.134107797,104,2,0,2,24,0,0,0,0,2,0
2024/01/21-05:13:14.151123,1705781594.151032714,90,2,0,2,23,0,0,0,0,2,0
2024/01/21-05:13:14.167824,1705781594.167707249,116,1,0,2,24,0,0,0,0,1,0
2024/01/21-05:13:14.184538,1705781594.184410629,127,1,0,2,23,0,0,0,0,2,0
2024/01/21-05:13:14.201353,1705781594.201229526,123,2,0,1,23,0,0,0,0,1,0
2024/01/21-05:13:14.218054,1705781594.217927808,126,2,0,2,24,0,0,0,0,2,0
