2023/12/31-05:10:17.33773,1703967017.033671969,101689,0,0,0,0,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.43995,1703967017.043881926,113492,0,0,0,2,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.54221,1703967017.054078124,143314,0,0,0,0,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.64452,1703967017.064301700,150368,0,0,0,2,16,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.74648,1703967017.074536171,112095,0,0,0,0,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.84801,1703967017.084727620,73822,0,0,0,2,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.95033,1703967017.094882681,150369,0,0,0,0,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.105237,1703967017.105114778,122990,0,0,0,2,16,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.115373,1703967017.115266906,106927,0,0,0,1,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.125573,1703967017.125458844,114959,0,0,0,1,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.135804,1703967017.135656928,148063,0,0,0,1,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.146012,1703967017.145889513,123480,0,0,0,1,16,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.156229,1703967017.156094162,134864,0,0,0,1,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.166437,1703967017.166311173,126762,0,0,0,1,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.176665,1703967017.176520571,144851,0,0,0,1,16,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.186857,1703967017.186749874,107416,0,0,0,1,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.197065,1703967017.196941812,123898,0,0,0,1,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.207388,1703967017.207281394,107416,0,0,0,1,16,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.217618,1703967017.217470957,147086,0,0,0,1,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.227852,1703967017.227700190,152324,0,0,0,1,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.238068,1703967017.237934661,133397,0,0,0,1,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.248302,1703967017.248150206,151904,0,0,0,1,16,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.258494,1703967017.258386143,107905,0,0,0,1,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.268642,1703967017.268575218,67187,0,0,0,1,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.278852,1703967017.278725041,127251,0,0,0,1,16,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.288988,1703967017.288933043,55873,0,0,0,1,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.299404,1703967017.299293926,110629,0,0,0,1,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.309633,1703967017.309487191,146667,0,0,0,1,16,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.319790,1703967017.319714608,76127,0,0,0,1,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.330006,1703967017.329872394,134444,0,0,0,1,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.340227,1703967017.340087519,140032,0,0,0,1,15,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.350419,1703967017.350311653,108324,0,0,0,1,16,0,0,1,0,0,0,11356400
2023/12/31-05:10:17.360567,1703967017.360501706,66209,0,0,0,1,15,0,0,1,0,0,0,11356400
