2024/01/05-05:21:37.157791,1704399697.157675220,115,0,0,1,25,0,0,0,0,0,0
2024/01/05-05:21:37.174483,1704399697.174389565,93,0,0,2,25,0,0,0,0,0,0
2024/01/05-05:21:37.191397,1704399697.191280399,116,0,0,2,25,0,0,0,0,0,0
2024/01/05-05:21:37.208058,1704399697.207976236,82,0,0,1,25,0,0,0,0,0,0
2024/01/05-05:21:37.224766,1704399697.224639946,126,0,0,2,25,0,0,0,0,0,0
2024/01/05-05:21:37.241463,1704399697.241347656,115,0,0,2,25,0,0,0,0,0,0
2024/01/05-05:21:37.258174,1704399697.258043982,130,0,0,1,25,0,0,0,0,0,0
2024/01/05-05:21:37.274861,1704399697.274756023,105,0,0,2,25,0,0,0,0,0,0
2024/01/05-05:21:37.291552,1704399697.291441453,111,0,0,2,25,0,0,0,0,0,0
2024/01/05-05:21:37.308251,1704399697.308134078,117,1,0,1,25,0,0,0,0,0,0
2024/01/05-05:21:37.324946,1704399697.324834175,112,0,0,2,25,0,0,0,0,0,0
2024/01/05-05:21:37.341657,1704399697.341526660,130,0,0,2,25,0,0,0,0,0,0
2024/01/05-05:21:37.358292,1704399697.358237233,55,0,0,1,24,0,0,0,0,0,0
2024/01/05-05:21:37.374991,1704399697.374877337,114,0,0,2,25,0,0,0,0,0,0
2024/01/05-05:21:37.391708,1704399697.391573104,135,0,0,2,25,0,0,0,0,0,0
2024/01/05-05:21:37.408410,1704399697.408290382,120,0,0,1,25,0,0,0,0,0,0
2024/01/05-05:21:37.425094,1704399697.424991877,102,0,0,2,25,0,0,0,0,0,0
2024/01/05-05:21:37.441741,1704399697.441676399,64,0,0,2,25,0,0,0,0,0,0
2024/01/05-05:21:37.458447,1704399697.458324954,122,0,0,1,25,0,0,0,0,0,0
2024/01/05-05:21:37.475278,1704399697.475031267,247,0,0,2,25,0,0,0,0,0,0
2024/01/05-05:21:37.491943,1704399697.491869999,73,0,0,2,26,0,0,0,0,0,0
2024/01/05-05:21:37.508627,1704399697.508526586,101,0,0,1,24,0,0,0,0,0,0
2024/01/05-05:21:37.525308,1704399697.525210200,98,0,0,2,25,0,0,0,0,0,0
